COURSE,DEPARTMENT,COURSEID,CLASSNBR,TOTALENROLLMENT,GSAS,HCOL,NONDGR,VUS,XREG
JAPNLIT  270,EALC,126923.0,14942.0,5.0,4.0,,1.0,,
JEWISHST  300,NELC,110821.0,15644.0,3.0,2.0,,,,1.0
KOREAN     BA,EALC,124296.0,14459.0,25.0,1.0,20.0,,,4.0
KOREAN     BXA,EALC,114383.0,12204.0,5.0,,5.0,,,
KOREAN  120A,EALC,117220.0,16129.0,10.0,,8.0,,,2.0
KOREAN  130A,EALC,111235.0,14463.0,16.0,5.0,10.0,,,1.0
KOREAN  140A,EALC,116633.0,14968.0,4.0,4.0,,,,
KOREAN  150A,EALC,115517.0,14690.0,1.0,,1.0,,,
KORHIST  115,EALC,108233.0,17171.0,8.0,4.0,4.0,,,
KORHIST  253,EALC,119686.0,14944.0,8.0,7.0,1.0,,,
KORHIST  260,EALC,112681.0,10139.0,4.0,4.0,,,,
LATIN     AA,CLAS,114176.0,15485.0,13.0,1.0,11.0,,,1.0
LATIN     AA,CLAS,114176.0,15486.0,6.0,2.0,4.0,,,
LATIN     AA,CLAS,114176.0,18018.0,13.0,1.0,12.0,,,
LATIN     AC,CLAS,122177.0,13319.0,9.0,,9.0,,,
LATIN     BA,CLAS,111430.0,10925.0,10.0,,10.0,,,
LATIN     BA,CLAS,111430.0,19206.0,1.0,,,,,1.0
LATIN     BAM,CLAS,120382.0,12666.0,3.0,3.0,,,,
LATIN     H,CLAS,135062.0,15029.0,7.0,1.0,6.0,,,
LATIN  106A,CLAS,156306.0,11323.0,8.0,,7.0,1.0,,
LATIN  106A,CLAS,156306.0,19226.0,1.0,,,,,1.0
LATIN  110,CLAS,111470.0,14999.0,12.0,2.0,10.0,,,
LATIN  112A,CLAS,120352.0,15389.0,4.0,,4.0,,,
LATIN  201,CLAS,117068.0,14781.0,6.0,6.0,,,,
LEAV    1,FAS,160717.0,17343.0,37.0,37.0,,,,
LIFESCI    1A,LSCI,121189.0,14467.0,433.0,,432.0,,,1.0
LIFESCI    2,LSCI,123674.0,12934.0,120.0,2.0,117.0,,,1.0
LIFESCI   50A,LSCI,159706.0,15185.0,24.0,,24.0,,,
LIFESCI  100,LSCI,119061.0,12607.0,17.0,,17.0,,,
LING   98A,LING,113749.0,11801.0,4.0,,4.0,,,
LING   99A,LING,112452.0,11764.0,8.0,,8.0,,,
LING  101,LING,110785.0,15475.0,31.0,,29.0,,,2.0
LING  102,LING,121089.0,14950.0,10.0,1.0,9.0,,,
LING  105,LING,111954.0,15574.0,10.0,2.0,8.0,,,
LING  108,LING,123850.0,14895.0,3.0,1.0,2.0,,,
LING  112,LING,114153.0,11935.0,6.0,5.0,1.0,,,
LING  115,LING,123439.0,12775.0,4.0,4.0,,,,
LING  116,LING,122515.0,12638.0,8.0,5.0,2.0,1.0,,
LING  130,LING,128097.0,14135.0,6.0,3.0,3.0,,,
LING  149,LING,159718.0,14856.0,6.0,5.0,1.0,,,
LING  200,LING,125242.0,12692.0,21.0,15.0,,,,6.0
LING  207R,LING,128096.0,14134.0,7.0,7.0,,,,
LING  220AR,LING,112991.0,10112.0,3.0,2.0,1.0,,,
LING  250,LING,123710.0,12967.0,7.0,7.0,,,,
LING  300,LING,119132.0,12676.0,1.0,1.0,,,,
LING  300,LING,119132.0,17445.0,1.0,1.0,,,,
LING  301,LING,124075.0,17494.0,2.0,2.0,,,,
LPS     A,CHEM,123833.0,16028.0,136.0,,136.0,,,
MANCHU  120A,EALC,112682.0,10141.0,3.0,3.0,,,,
MATH     MA,MATH,111161.0,14696.0,110.0,,110.0,,,
MATH    1A,MATH,123680.0,16778.0,168.0,,168.0,,,
MATH    1B,MATH,111010.0,16780.0,249.0,,249.0,,,
MATH   18,MATH,125396.0,16783.0,32.0,3.0,29.0,,,
MATH   19A,MATH,110596.0,14477.0,43.0,2.0,41.0,,,
MATH   21A,MATH,119196.0,16013.0,286.0,2.0,281.0,,1.0,2.0
MATH   21B,MATH,110989.0,16798.0,108.0,3.0,104.0,1.0,,
MATH   23A,MATH,111695.0,14479.0,61.0,1.0,54.0,2.0,1.0,3.0
MATH   25A,MATH,110808.0,10832.0,46.0,,46.0,,,
MATH   55A,MATH,113627.0,12193.0,11.0,,11.0,,,
MATH   60R,MATH,123883.0,13078.0,11.0,,11.0,,,
MATH   91R,MATH,111297.0,10473.0,3.0,,3.0,,,
MATH   99R,MATH,117647.0,12029.0,8.0,,8.0,,,
MATH  101,MATH,122943.0,15391.0,16.0,,16.0,,,
MATH  114,MATH,123227.0,13620.0,11.0,,11.0,,,
MATH  116,MATH,118302.0,12037.0,19.0,,17.0,,2.0,
MATH  121,MATH,120228.0,13351.0,8.0,,8.0,,,
MATH  122,MATH,122603.0,12694.0,94.0,1.0,92.0,,1.0,
MATH  124,MATH,111533.0,11057.0,11.0,,11.0,,,
MATH  131,MATH,111458.0,10985.0,45.0,,44.0,,,1.0
MATH  136,MATH,111133.0,11928.0,12.0,,12.0,,,
MATH  142,MATH,159623.0,14657.0,6.0,1.0,5.0,,,
MATH  152,MATH,116191.0,12207.0,13.0,,13.0,,,
MATH  153,MATH,119502.0,12672.0,40.0,2.0,35.0,,,3.0
MATH  212A,MATH,116137.0,12178.0,12.0,3.0,8.0,,,1.0
MATH  213A,MATH,110880.0,11016.0,14.0,2.0,12.0,,,
MATH  221,MATH,123232.0,13625.0,7.0,1.0,6.0,,,
MATH  223A,MATH,123239.0,13630.0,29.0,14.0,15.0,,,
MATH  229X,MATH,123242.0,13634.0,17.0,10.0,6.0,,,1.0
MATH  230A,MATH,113369.0,11796.0,20.0,9.0,11.0,,,
MATH  231A,MATH,123243.0,13635.0,23.0,7.0,16.0,,,
MATH  232A,MATH,123441.0,12778.0,11.0,7.0,4.0,,,
MATH  254,MATH,159621.0,14665.0,14.0,11.0,,,,3.0
MATH  256,MATH,159624.0,14666.0,21.0,21.0,,,,
MATH  276,MATH,159628.0,14668.0,15.0,13.0,,,,2.0
MATH  277,MATH,159626.0,14669.0,36.0,33.0,,,,3.0
MATH  282,MATH,159634.0,14670.0,44.0,36.0,3.0,,,5.0
MATH  289,MATH,159661.0,14671.0,11.0,10.0,,,,1.0
MATH  300,MATH,124821.0,13305.0,13.0,13.0,,,,
MATH  304,MATH,121078.0,13184.0,1.0,1.0,,,,
MATH  308,MATH,114073.0,14118.0,1.0,1.0,,,,
MATH  318,MATH,121353.0,13426.0,1.0,1.0,,,,
MATH  352,MATH,125869.0,13566.0,2.0,2.0,,,,
MATH  357,MATH,159644.0,15452.0,1.0,1.0,,,,
MATH  382,MATH,111210.0,10265.0,1.0,1.0,,,,
MATH  388,MATH,118701.0,12233.0,2.0,2.0,,,,
MBB   90R,MBB,125466.0,13066.0,1.0,,1.0,,,
MBB  980A,MBB,124113.0,13352.0,9.0,1.0,8.0,,,
MBB  980E,MBB,128214.0,18201.0,10.0,,10.0,,,
MBB  980F,MBB,128215.0,14166.0,9.0,,8.0,,,1.0
MBB  980L,MBB,160758.0,18022.0,18.0,,18.0,,,
MCB   60,MCB,110424.0,11022.0,162.0,,162.0,,,
MCB   63,MCB,110450.0,14861.0,32.0,,31.0,1.0,,
MCB   80,MCB,117711.0,14481.0,158.0,2.0,155.0,,1.0,
MCB   81,MCB,159708.0,14827.0,19.0,,19.0,,,
MCB   91,MCB,122529.0,12644.0,13.0,,13.0,,,
MCB   99A,MCB,122530.0,12646.0,12.0,,12.0,,,
MCB  100,MCB,160364.0,15567.0,3.0,,2.0,,,1.0
MCB  101,MCB,156009.0,11114.0,7.0,,7.0,,,
MCB  115,MCB,114789.0,12459.0,15.0,2.0,12.0,1.0,,
MCB  129,MCB,124817.0,14483.0,30.0,2.0,28.0,,,
MCB  142,MCB,122803.0,14659.0,7.0,1.0,6.0,,,
MCB  169,MCB,111720.0,11748.0,62.0,9.0,34.0,,1.0,18.0
MCB  176,MCB,112742.0,10277.0,1.0,,1.0,,,
MCB  186,MCB,112001.0,14841.0,3.0,,3.0,,,
MCB  290A,MCB,127009.0,13673.0,34.0,34.0,,,,
MCB  291,MCB,124899.0,13334.0,19.0,17.0,,,,2.0
MCB  292,MCB,124900.0,13335.0,13.0,13.0,,,,
MCB  293,MCB,124901.0,13337.0,20.0,20.0,,,,
MCB  294,MCB,122422.0,13478.0,7.0,7.0,,,,
MCB  300A,MCB,114226.0,12057.0,13.0,13.0,,,,
MCB  301A,MCB,122022.0,13205.0,1.0,1.0,,,,
MCB  305A,MCB,125081.0,13487.0,1.0,1.0,,,,
MCB  306A,MCB,112326.0,11555.0,1.0,1.0,,,,
MCB  307A,MCB,148233.0,12788.0,6.0,6.0,,,,
MCB  308A,MCB,144357.0,12796.0,4.0,4.0,,,,
MCB  309A,MCB,109450.0,10376.0,3.0,3.0,,,,
MCB  310A,MCB,109586.0,10464.0,6.0,6.0,,,,
MCB  313A,MCB,118053.0,14795.0,1.0,1.0,,,,
MCB  315A,MCB,122423.0,13481.0,4.0,4.0,,,,
MCB  316A,MCB,122424.0,13485.0,3.0,3.0,,,,
MCB  322A,MCB,120918.0,13058.0,3.0,3.0,,,,
MCB  328A,MCB,124233.0,13551.0,3.0,3.0,,,,
MCB  331A,MCB,125382.0,12815.0,1.0,1.0,,,,
MCB  332A,MCB,125383.0,12816.0,2.0,2.0,,,,
MCB  344A,MCB,111398.0,10850.0,2.0,2.0,,,,
MCB  354,MCB,160493.0,16566.0,13.0,13.0,,,,
MCB  363A,MCB,125754.0,13440.0,2.0,2.0,,,,
MCB  366A,MCB,117343.0,12511.0,3.0,3.0,,,,
MCB  367A,MCB,120271.0,13414.0,1.0,1.0,,,,
MCB  368A,MCB,125755.0,13442.0,2.0,2.0,,,,
MCB  374A,MCB,117855.0,12309.0,2.0,2.0,,,,
MCB  379A,MCB,127012.0,13674.0,4.0,4.0,,,,
MCB  381A,MCB,114819.0,12492.0,5.0,5.0,,,,
MCB  396A,MCB,115358.0,12181.0,6.0,6.0,,,,
MEDLATIN  107,CLAS,160161.0,16275.0,2.0,1.0,1.0,,,
MED-SCI  250AB,MDSC,120066.0,14261.0,2.0,2.0,,,,
MED-SCI  300QC,MDSC,127507.0,13871.0,144.0,144.0,,,,
MED-SCI  302QC,MDSC,109073.0,11625.0,112.0,112.0,,,,
MED-SCI  303,MDSC,109421.0,10229.0,2.0,2.0,,,,
MED-SCI  304,MDSC,156846.0,11658.0,1.0,1.0,,,,
MED-SCI  315,MDSC,160950.0,18162.0,1.0,1.0,,,,
MEDVLSTD  107,MDST,118135.0,15372.0,3.0,,3.0,,,
MEDVLSTD  300HFA,MDST,123301.0,15553.0,1.0,,,1.0,,
MICROBI  214,MDSC,156454.0,11411.0,7.0,7.0,,,,
MICROBI  305,MDSC,112844.0,10929.0,1.0,1.0,,,,
MICROBI  308,MDSC,112851.0,10954.0,3.0,3.0,,,,
MICROBI  313,MDSC,114635.0,12327.0,3.0,3.0,,,,
MICROBI  318,MDSC,110558.0,11769.0,2.0,2.0,,,,
MICROBI  319,MDSC,160765.0,18024.0,1.0,1.0,,,,
MICROBI  325,MDSC,120012.0,13070.0,1.0,1.0,,,,
MICROBI  326,MDSC,124203.0,13507.0,1.0,1.0,,,,
MICROBI  328,MDSC,131596.0,10283.0,1.0,1.0,,,,
MICROBI  329,MDSC,120013.0,13072.0,3.0,3.0,,,,
MICROBI  330,MDSC,119613.0,12752.0,1.0,1.0,,,,
MICROBI  332,MDSC,125575.0,13328.0,2.0,2.0,,,,
MICROBI  338,MDSC,160769.0,18027.0,1.0,1.0,,,,
MICROBI  339,MDSC,123169.0,13539.0,6.0,6.0,,,,
MICROBI  343,MDSC,120184.0,13297.0,2.0,2.0,,,,
MICROBI  347,MDSC,122999.0,13248.0,1.0,1.0,,,,
MICROBI  348,MDSC,125399.0,12851.0,5.0,5.0,,,,
MICROBI  350,MDSC,128186.0,14157.0,2.0,2.0,,,,
MICROBI  351,MDSC,128190.0,14158.0,1.0,1.0,,,,
MICROBI  353,MDSC,109092.0,11644.0,1.0,1.0,,,,
MODGRK     AA,CLAS,159840.0,15329.0,9.0,,9.0,,,
MODGRK     AA,CLAS,159840.0,19230.0,1.0,,,,,1.0
MODGRK     AC,CLAS,160451.0,15820.0,3.0,1.0,,,,2.0
MODGRK     BA,CLAS,159842.0,15344.0,3.0,,2.0,1.0,,
MODGRK  124,CLAS,112571.0,15037.0,3.0,1.0,1.0,1.0,,
MOD-HEB     BA,NELC,114218.0,15335.0,10.0,1.0,9.0,,,
MOD-HEB  120A,NELC,110947.0,16750.0,7.0,1.0,5.0,,,1.0
MOD-HEB  130A,NELC,119630.0,12769.0,3.0,1.0,2.0,,,
MOD-HEB  241R,NELC,127670.0,13953.0,3.0,1.0,2.0,,,
MODMDEST  200A,NELC,117327.0,12499.0,12.0,12.0,,,,
MODMDEST  315,NELC,160403.0,15685.0,5.0,5.0,,,,
MONGOLN  120A,EALC,117090.0,16776.0,1.0,1.0,,,,
MUSIC     BHFA,MUSC,112235.0,16765.0,12.0,12.0,,,,
MUSIC    4,MUSC,111353.0,10688.0,11.0,,11.0,,,
MUSIC   10A,MUSC,110112.0,10786.0,53.0,,53.0,,,
MUSIC   12A,MUSC,110113.0,16906.0,11.0,,10.0,,,1.0
MUSIC   14A,MUSC,110114.0,16908.0,22.0,,22.0,,,
MUSIC   15A,MUSC,110115.0,16910.0,23.0,,23.0,,,
MUSIC   16A,MUSC,110128.0,16912.0,16.0,,16.0,,,
MUSIC   51A,MUSC,125212.0,13588.0,54.0,,54.0,,,
MUSIC   91R,MUSC,110629.0,10253.0,3.0,,3.0,,,
MUSIC   97B,MUSC,125867.0,16756.0,13.0,1.0,12.0,,,
MUSIC   99R,MUSC,110987.0,11715.0,8.0,,8.0,,,
MUSIC  105R,MUSC,107426.0,10163.0,9.0,,8.0,,,1.0
MUSIC  127R,MUSC,126275.0,16758.0,6.0,1.0,5.0,,,
MUSIC  142R,MUSC,138072.0,16753.0,21.0,,20.0,,,1.0
MUSIC  150A,MUSC,114188.0,11988.0,16.0,,16.0,,,
MUSIC  155,MUSC,121992.0,13179.0,9.0,2.0,7.0,,,
MUSIC  160R,MUSC,119811.0,12916.0,11.0,,11.0,,,
MUSIC  167,MUSC,118185.0,15695.0,10.0,2.0,8.0,,,
MUSIC  181R,MUSC,108419.0,10943.0,8.0,2.0,5.0,1.0,,
MUSIC  189R,MUSC,153042.0,11021.0,29.0,,29.0,,,
MUSIC  189RS,MUSC,156503.0,11443.0,8.0,,8.0,,,
MUSIC  190R,MUSC,110638.0,10270.0,3.0,,2.0,,,1.0
MUSIC  191R,MUSC,111726.0,15732.0,5.0,2.0,2.0,1.0,,
MUSIC  201B,MUSC,118078.0,16365.0,7.0,6.0,,1.0,,
MUSIC  207R,MUSC,111282.0,10430.0,4.0,2.0,,1.0,,1.0
MUSIC  208RS,MUSC,108992.0,11530.0,6.0,6.0,,,,
MUSIC  214R,MUSC,140824.0,15731.0,7.0,6.0,1.0,,,
MUSIC  221R,MUSC,124044.0,13256.0,12.0,10.0,1.0,1.0,,
MUSIC  230RS,MUSC,110077.0,10766.0,10.0,9.0,1.0,,,
MUSIC  250HFA,MUSC,125863.0,16784.0,8.0,8.0,,,,
MUSIC  262R,MUSC,113931.0,13912.0,5.0,5.0,,,,
MUSIC  264R,MUSC,111123.0,11916.0,12.0,6.0,6.0,,,
MUSIC  266R,MUSC,156122.0,16580.0,12.0,1.0,11.0,,,
MUSIC  280R,MUSC,156365.0,11357.0,7.0,5.0,1.0,,,1.0
MUSIC  296,MUSC,160568.0,16761.0,6.0,6.0,,,,
MUSIC  300,MUSC,111710.0,17410.0,1.0,1.0,,,,
MUSIC  300,MUSC,111710.0,17413.0,1.0,1.0,,,,
MUSIC  310,MUSC,111023.0,11807.0,1.0,1.0,,,,
MUSIC  310,MUSC,111023.0,17443.0,2.0,2.0,,,,
MUSIC  310,MUSC,111023.0,17447.0,4.0,4.0,,,,
MUSIC  310,MUSC,111023.0,17464.0,1.0,1.0,,,,
MUSIC  310,MUSC,111023.0,17466.0,1.0,1.0,,,,
MUSIC  310,MUSC,111023.0,17468.0,4.0,4.0,,,,
MUSIC  310,MUSC,111023.0,17474.0,1.0,1.0,,,,
MUSIC  310,MUSC,111023.0,17475.0,3.0,3.0,,,,
MUSIC  310,MUSC,111023.0,17479.0,2.0,2.0,,,,
NEC   91R,NELC,110258.0,10872.0,1.0,,1.0,,,
NEC   99A,NELC,118983.0,15339.0,3.0,,3.0,,,
NEC  390,NELC,112221.0,15610.0,4.0,4.0,,,,
NEP  101A,SAST,118665.0,12211.0,2.0,,1.0,,,1.0
NEP  104A,SAST,126706.0,14066.0,1.0,1.0,,,,
NEUROBIO   91,NEURO,122846.0,12937.0,39.0,,39.0,,,
NEUROBIO  101A,NEURO,113003.0,14807.0,8.0,,8.0,,,
NEUROBIO  104A,NEURO,109592.0,14810.0,9.0,,9.0,,,
NEUROBIO  105A,NEURO,156051.0,14811.0,12.0,,12.0,,,
NEUROBIO  106A,NEURO,159700.0,14812.0,12.0,,12.0,,,
NEUROBIO  107A,NEURO,159702.0,14813.0,12.0,,12.0,,,
NEUROBIO  130,NEURO,160750.0,17895.0,3.0,,3.0,,,
NEUROBIO  200,MDSC,117726.0,12099.0,15.0,15.0,,,,
NEUROBIO  220,MDSC,111276.0,10402.0,22.0,22.0,,,,
NEUROBIO  230,MDSC,107755.0,10302.0,9.0,5.0,4.0,,,
NEUROBIO  306,MDSC,121804.0,13032.0,2.0,2.0,,,,
NEUROBIO  306QC,MDSC,107877.0,10416.0,17.0,17.0,,,,
NEUROBIO  307,MDSC,108356.0,10910.0,3.0,3.0,,,,
NEUROBIO  310,MDSC,120846.0,13011.0,7.0,7.0,,,,
NEUROBIO  311,MDSC,121007.0,13135.0,1.0,1.0,,,,
NEUROBIO  315,MDSC,110615.0,10210.0,2.0,2.0,,,,
NEUROBIO  316,MDSC,110230.0,10849.0,3.0,3.0,,,,
NEUROBIO  317,MDSC,118840.0,12343.0,2.0,2.0,,,,
NEUROBIO  317L,MDSC,110232.0,10852.0,1.0,1.0,,,,
NEUROBIO  318,MDSC,123216.0,13599.0,5.0,5.0,,,,
NEUROBIO  318L,MDSC,156718.0,11590.0,1.0,1.0,,,,
NEUROBIO  319,MDSC,112119.0,10953.0,7.0,7.0,,,,
NEUROBIO  319L,MDSC,110233.0,10854.0,1.0,1.0,,,,
NEUROBIO  320L,MDSC,109095.0,11653.0,5.0,5.0,,,,
NEUROBIO  321L,MDSC,109096.0,11655.0,1.0,1.0,,,,
NEUROBIO  322,MDSC,114637.0,12329.0,1.0,1.0,,,,
NEUROBIO  323,MDSC,118839.0,12340.0,1.0,1.0,,,,
NEUROBIO  325,MDSC,111229.0,10320.0,1.0,1.0,,,,
NEUROBIO  327,MDSC,116607.0,12041.0,14.0,14.0,,,,
NEUROBIO  327R,MDSC,109330.0,10168.0,13.0,13.0,,,,
NEUROBIO  329,MDSC,124384.0,12871.0,1.0,1.0,,,,
NEUROBIO  329L,MDSC,109254.0,11738.0,4.0,4.0,,,,
NEUROBIO  330,MDSC,115975.0,12060.0,1.0,1.0,,,,
NEUROBIO  331L,MDSC,109256.0,11740.0,3.0,2.0,,1.0,,
NEUROBIO  332L,MDSC,109257.0,11741.0,2.0,2.0,,,,
NEUROBIO  335L,MDSC,156902.0,11677.0,2.0,2.0,,,,
NEUROBIO  336L,MDSC,156926.0,11696.0,1.0,1.0,,,,
NEUROBIO  338,MDSC,116539.0,11939.0,1.0,1.0,,,,
NEUROBIO  348,MDSC,108355.0,10909.0,1.0,1.0,,,,
NEUROBIO  350,MDSC,146731.0,10272.0,1.0,1.0,,,,
NEUROBIO  355,MDSC,107746.0,10299.0,3.0,3.0,,,,
NEUROBIO  356,MDSC,144968.0,12869.0,1.0,1.0,,,,
NEUROBIO  357,MDSC,123610.0,12905.0,1.0,1.0,,,,
NEUROBIO  359,MDSC,126396.0,13817.0,5.0,5.0,,,,
NEUROBIO  367,MDSC,113770.0,11835.0,2.0,2.0,,,,
NEUROBIO  375,MDSC,112850.0,10951.0,1.0,1.0,,,,
NEUROBIO  376,MDSC,115462.0,12387.0,5.0,5.0,,,,
NEUROBIO  378,MDSC,123148.0,13526.0,4.0,4.0,,,,
NEUROBIO  386,MDSC,116029.0,12105.0,2.0,2.0,,,,
NEUROBIO  390,MDSC,117279.0,12467.0,5.0,5.0,,,,
NEUROBIO  392,MDSC,117281.0,12472.0,2.0,2.0,,,,
NEUROBIO  393,MDSC,117282.0,12476.0,1.0,1.0,,,,
NEUROBIO  395,MDSC,125468.0,13068.0,3.0,3.0,,,,
NEUROBIO  396,MDSC,124248.0,13594.0,1.0,1.0,,,,
NEUROBIO  398,MDSC,118842.0,12348.0,1.0,1.0,,,,
NEUROBIO  399,MDSC,123143.0,13517.0,1.0,1.0,,,,
OEB   10,BIOE,144594.0,15576.0,82.0,,82.0,,,
OEB   50,BIOE,130236.0,16728.0,22.0,1.0,21.0,,,
OEB   59,BIOE,143445.0,14265.0,20.0,,20.0,,,
OEB   99R,BIOE,144581.0,13460.0,31.0,,31.0,,,
OEB  101,BIOE,156751.0,14267.0,31.0,,31.0,,,
OEB  105,BIOE,145407.0,14269.0,11.0,3.0,8.0,,,
OEB  106,BIOE,148122.0,12514.0,11.0,4.0,7.0,,,
OEB  107,BIOE,131242.0,14271.0,5.0,3.0,2.0,,,
OEB  114,BIOE,142192.0,14490.0,13.0,5.0,8.0,,,
OEB  119,BIOE,145140.0,15823.0,14.0,1.0,11.0,,,2.0
OEB  155R,BIOE,142688.0,14273.0,6.0,2.0,4.0,,,
OEB  181,BIOE,142844.0,16733.0,7.0,5.0,2.0,,,
OEB  210,BIOE,130327.0,16736.0,8.0,8.0,,,,
OEB  212R,BIOE,131261.0,16384.0,5.0,2.0,1.0,1.0,,1.0
OEB  217,BIOE,160459.0,16130.0,6.0,5.0,1.0,,,
OEB  252,BIOE,131583.0,10158.0,16.0,10.0,5.0,,,1.0
OEB  303,BIOE,131537.0,11563.0,3.0,3.0,,,,
OEB  304,BIOE,141338.0,11904.0,1.0,1.0,,,,
OEB  305,BIOE,133893.0,11200.0,8.0,8.0,,,,
OEB  307,BIOE,146785.0,11567.0,4.0,4.0,,,,
OEB  308,BIOE,142234.0,12515.0,4.0,4.0,,,,
OEB  309,BIOE,156737.0,11611.0,1.0,1.0,,,,
OEB  310,BIOE,148072.0,12540.0,5.0,5.0,,,,
OEB  311,BIOE,143020.0,12219.0,2.0,2.0,,,,
OEB  320,BIOE,131538.0,11570.0,3.0,3.0,,,,
OEB  323,BIOE,144847.0,18418.0,4.0,4.0,,,,
OEB  324,BIOE,131405.0,10947.0,5.0,3.0,,,,2.0
OEB  325,BIOE,140929.0,14194.0,1.0,1.0,,,,
OEB  334,BIOE,144912.0,12643.0,6.0,6.0,,,,
OEB  339,BIOE,142435.0,12301.0,1.0,1.0,,,,
OEB  341,BIOE,131524.0,10973.0,4.0,4.0,,,,
OEB  343,BIOE,131235.0,10223.0,4.0,4.0,,,,
OEB  345,BIOE,141168.0,14195.0,1.0,1.0,,,,
OEB  355,BIOE,146798.0,10312.0,4.0,4.0,,,,
OEB  361,BIOE,143495.0,14197.0,3.0,3.0,,,,
OEB  362,BIOE,148190.0,12855.0,3.0,3.0,,,,
OEB  363,BIOE,148213.0,13069.0,3.0,3.0,,,,
OEB  364,BIOE,144166.0,13071.0,4.0,4.0,,,,
OEB  367,BIOE,144580.0,13452.0,4.0,4.0,,,,
OEB  369,BIOE,145004.0,13182.0,2.0,2.0,,,,
OEB  370,BIOE,145035.0,13521.0,7.0,7.0,,,,
OEB  371,BIOE,148304.0,12879.0,5.0,5.0,,,,
OEB  372,BIOE,145451.0,12878.0,1.0,1.0,,,,
OEB  375,BIOE,146222.0,14200.0,6.0,6.0,,,,
OEB  378,BIOE,146223.0,13571.0,3.0,3.0,,,,
OEB  380,BIOE,130822.0,14192.0,3.0,3.0,,,,
OEB  385,BIOE,146224.0,13575.0,4.0,4.0,,,,
OEB  386,BIOE,148330.0,14201.0,2.0,2.0,,,,
OEB  387,BIOE,159947.0,18419.0,4.0,4.0,,,,
OEB  399,BIOE,148242.0,12999.0,22.0,22.0,,,,
PERSIAN     AA,NELC,123051.0,15349.0,9.0,4.0,2.0,,,3.0
PERSIAN     BA,NELC,111324.0,10611.0,4.0,1.0,,,,3.0
PERSIAN  130AR,NELC,109546.0,10432.0,6.0,3.0,2.0,,,1.0
PERSIAN  155,NELC,159759.0,15220.0,3.0,2.0,,1.0,,
PERSIAN  251,NELC,159760.0,15221.0,3.0,2.0,1.0,,,
PHIL    3,PHIL,111175.0,14494.0,68.0,,66.0,,,2.0
PHIL   13,PHIL,156555.0,11480.0,22.0,,21.0,,,1.0
PHIL   21,PHIL,159749.0,16794.0,7.0,,5.0,,,2.0
PHIL   34,PHIL,109600.0,15030.0,30.0,,27.0,,,3.0
PHIL   91R,PHIL,110932.0,11299.0,3.0,,3.0,,,
PHIL   97,PHIL,122989.0,13234.0,7.0,,7.0,,,
PHIL   98,PHIL,116407.0,12416.0,6.0,,6.0,,,
PHIL   98,PHIL,116407.0,17604.0,7.0,,7.0,,,
PHIL   99,PHIL,113888.0,13877.0,10.0,,10.0,,,
PHIL  105,PHIL,159685.0,14985.0,11.0,3.0,6.0,,,2.0
PHIL  137,PHIL,156749.0,15031.0,21.0,6.0,13.0,,,2.0
PHIL  140,PHIL,111424.0,17532.0,23.0,5.0,17.0,1.0,,
PHIL  156,PHIL,113339.0,15026.0,31.0,1.0,23.0,1.0,2.0,4.0
PHIL  174A,PHIL,159744.0,14988.0,24.0,1.0,23.0,,,
PHIL  179,PHIL,124577.0,15718.0,76.0,9.0,63.0,1.0,,3.0
PHIL  187A,PHIL,159689.0,14989.0,8.0,,8.0,,,
PHIL  192,PHIL,159688.0,14990.0,24.0,7.0,5.0,,1.0,11.0
PHIL  243,PHIL,156127.0,11194.0,5.0,1.0,3.0,,,1.0
PHIL  247A,PHIL,159686.0,15028.0,3.0,2.0,,,,1.0
PHIL  277,PHIL,113481.0,15027.0,6.0,,6.0,,,
PHIL  299HFA,PHIL,122956.0,16786.0,1.0,1.0,,,,
PHIL  300AA,PHIL,116505.0,11913.0,5.0,5.0,,,,
PHIL  303,PHIL,109294.0,10110.0,3.0,3.0,,,,
PHIL  305,PHIL,113934.0,18053.0,1.0,,,,,1.0
PHIL  305,PHIL,113934.0,18056.0,1.0,1.0,,,,
PHIL  311,PHIL,115778.0,11967.0,15.0,15.0,,,,
PHIL  312,PHIL,118757.0,12276.0,14.0,14.0,,,,
PHIL  315HFA,PHIL,125184.0,16789.0,5.0,5.0,,,,
PHIL  320F,PHIL,159746.0,16571.0,4.0,4.0,,,,
PHIL  333,PHIL,111147.0,10126.0,1.0,1.0,,,,
PHIL  333,PHIL,111147.0,18060.0,2.0,2.0,,,,
PHIL  333,PHIL,111147.0,18062.0,2.0,2.0,,,,
PHIL  333,PHIL,111147.0,18063.0,1.0,1.0,,,,
PHIL  333,PHIL,111147.0,18064.0,1.0,1.0,,,,
PHIL  333,PHIL,111147.0,18066.0,1.0,1.0,,,,
PHIL  333,PHIL,111147.0,18071.0,1.0,1.0,,,,
PHIL  333,PHIL,111147.0,18074.0,2.0,2.0,,,,
PHIL  333,PHIL,111147.0,18076.0,1.0,1.0,,,,
PHIL  333,PHIL,111147.0,18078.0,1.0,1.0,,,,
PHIL  399,PHIL,112838.0,10911.0,2.0,2.0,,,,
PHIL  399,PHIL,112838.0,18082.0,1.0,1.0,,,,
PHIL  399,PHIL,112838.0,18083.0,1.0,1.0,,,,
PHIL  399,PHIL,112838.0,18085.0,1.0,1.0,,,,
PHIL  399,PHIL,112838.0,18086.0,1.0,1.0,,,,
